,DCLG code,"Former
ONS code",LA code,Authority Data,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
407,D3830,45UG,E07000228,Mid Sussex,390.800000000003,428.799999999996,685.800000000003,604.799999999996,757.800000000003,483.800000000003,648.799999999996,626.800000000003,389.799999999996,317.800000000003,719.7,487.7,580.7,565.7,828.7,943.7,557.7,608.7,991.7,1041.7,1122.0,1062.0,1237.0
408,M3835,45UH,E07000229,Worthing,125.5,286.5,197.5,278.5,341.5,323.5,317.5,437.5,309.5,298.5,157.7,186.7,259.7,365.7,492.7,361.7,496.7,306.7,410.7,121.7,246.0,269.0,339.0
409,,,E10000033,Wiltshire,2319.7,1542.7,2063.70000000001,1730.69999999999,1905.7,1780.7,2385.7,1584.70000000001,,,,,,,,,,,,,,,
410,E3905,46UB,E07000230,Kennet,469.889072649199,263.889072649203,443.889072649199,278.889072649199,236.889072649199,282.889072649203,548.889072649195,353.889072649203,,,,,,,,,,,,,,,
411,J3910,46UC,E07000231,North Wiltshire,458.97972121714,439.97972121714,456.979721217147,679.97972121714,791.97972121714,768.97972121714,759.97972121714,463.979721217147,,,,,,,,,,,,,,,
412,T3915,46UD,E07000232,Salisbury,696.387005209472,184.387005209464,254.387005209472,155.387005209464,359.387005209472,295.387005209464,384.387005209472,409.387005209472,,,,,,,,,,,,,,,
413,F3925,46UF,E07000233,West Wiltshire,694.44420092419,654.44420092419,908.44420092419,616.44420092419,517.44420092419,433.44420092419,692.44420092419,357.44420092419,,,,,,,,,,,,,,,
414,,,E10000034,Worcestershire,1845.87161845191,2206.87161845192,1857.87161845192,2418.87161845192,2463.87161845191,2329.87161845191,1738.87161845192,1630.87161845192,1411.87161845191,1153.15543393276,1453.4,1437.4,2172.4,2724.4,2847.4,2409.4,2972.4,3009.4,2276.4,2121.4,2295.0,1975.0,1646.0
415,P1805,47UB,E07000234,Bromsgrove,516.199999999997,511.200000000004,299.199999999997,525.200000000004,695.199999999997,293.199999999997,152.200000000004,176.199999999997,89.2000000000044,139.199999999997,323.4,197.4,248.4,281.4,544.4,364.4,580.4,269.4,331.4,218.4,164.0,193.0,125.0
416,J1860,47UC,E07000235,Malvern Hills,121.799999999999,369.799999999999,201.800000000003,209.799999999999,179.799999999999,298.799999999999,320.799999999999,270.800000000003,236.799999999996,150.800000000003,214.6,161.6,169.6,243.6,308.6,348.6,440.6,562.6,377.6,448.6,407.0,227.0,179.0
417,Q1825,47UD,E07000236,Redditch,248.0,290.0,422.0,325.0,292.0,482.0,245.0,109.0,178.0,130.0,64.8,132.8,173.8,340.8,186.8,188.8,389.8,395.8,284.8,204.8,127.0,103.0,279.0
418,D1835,47UE,E07000237,Worcester,3.3716184519144,250.371618451914,219.371618451922,284.371618451914,476.371618451914,522.371618451914,432.371618451914,476.371618451922,386.371618451914,239.655433932756,318.9,146.9,287.9,467.9,616.9,477.9,255.9,239.9,221.9,351.9,414.0,273.0,384.0
419,H1840,47UF,E07000238,Wychavon,555.0,427.0,426.0,481.0,358.0,349.0,309.0,271.0,236.0,256.0,274.8,514.8,851.8,870.8,902.8,712.8,1102.8,1296.8,802.8,599.8,861.0,663.0,311.0
420,R1845,47UG,E07000239,Wyre Forest,401.5,358.5,289.5,593.5,462.5,384.5,279.5,327.5,285.5,237.5,256.9,283.9,440.9,519.9,287.9,316.9,202.9,244.9,257.9,297.9,322.0,516.0,368.0
421,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,Latest update,24/11/2023,,,,,,
443,,,,,,,,,,,,,,,,,,,,Next update,,Nov 2024,,,,,
